,New_Client_Id_Client,PURCHASE_DATE,sending_date_group,rel_date_group,answer_date
8351,716.0,2019-10-09,2019-10-11,,2019-10-12
8352,716.0,2021-02-02,2021-02-04,,
8353,716.0,2021-03-02,2021-03-08,,2021-03-10
8354,716.0,2021-03-03,2021-03-08,,2021-03-10
8355,719.0,2018-11-01,2018-11-02,,
8356,719.0,2018-11-24,2018-12-11,,
8357,719.0,2019-02-11,2019-02-12,,
8358,719.0,2019-03-02,2019-03-16,,
8359,719.0,2019-06-19,2019-06-20,,
8360,720.0,2019-12-03,2019-12-04,,
8361,720.0,2019-12-28,2020-01-16,,2021-08-21
8362,720.0,2020-01-08,2020-01-16,,2021-08-21
8363,720.0,2020-12-12,2020-12-13,,
8364,720.0,2021-03-05,2021-03-06,,
8365,720.0,2021-08-03,2021-08-16,,2022-11-09
8366,720.0,2022-11-02,2022-11-08,,
8367,720.0,2022-12-26,2023-01-01,,
8368,720.0,2023-01-13,2023-02-02,,
8369,720.0,2023-01-20,2023-02-02,,
8370,724.0,2020-02-29,2020-03-03,,
8371,725.0,2022-12-10,2022-12-16,,
8372,728.0,2019-07-29,2019-07-30,,2019-07-30
8373,728.0,2020-05-30,2020-05-31,,2020-06-05
8374,736.0,2020-01-19,2020-01-29,,
8375,738.0,2020-12-30,2021-01-02,,
8376,739.0,2021-09-13,2021-10-05,,
8377,739.0,2022-08-18,2022-08-24,,
8378,739.0,2022-12-14,2022-12-20,,
8379,740.0,2020-01-25,2020-02-06,,
8380,741.0,2019-02-11,2019-02-12,,
8381,744.0,2021-01-09,2021-01-11,,
8382,746.0,2019-04-03,2019-04-05,,
8383,751.0,2018-12-21,2019-01-04,,2019-01-07
8384,751.0,2019-08-05,2019-08-21,,
8385,751.0,2022-06-27,2022-07-03,,2022-07-03
8386,751.0,2023-05-16,2023-05-23,,
8387,757.0,2021-11-02,2021-11-04,,
8388,758.0,2021-09-28,2021-10-16,,
8389,758.0,2023-05-06,2023-05-12,,
8390,759.0,2022-05-28,2022-05-29,,
8391,759.0,2022-10-27,2022-11-02,,2022-11-02
8392,759.0,2023-05-19,2023-05-25,,
8393,768.0,2021-02-03,2021-02-04,,2021-02-04
8394,769.0,2019-01-23,2019-01-25,,2019-02-28
8395,769.0,2019-02-27,2019-02-28,,2019-10-02
8396,769.0,2019-06-26,2019-06-27,,
8397,769.0,2019-09-27,2019-10-02,,
8398,772.0,2019-09-24,2019-10-04,,
8399,773.0,2020-02-15,2020-02-16,,2020-07-20
8400,773.0,2020-07-17,2020-07-18,,
8401,773.0,2023-01-20,2023-01-26,,
8402,773.0,2023-04-06,2023-04-12,,
8403,775.0,2019-07-29,2019-07-30,,
8404,778.0,2019-01-10,2019-01-12,,2019-01-14
8405,782.0,2022-04-16,2022-04-22,,
8406,782.0,2022-04-21,2022-04-22,,
8407,783.0,2020-09-10,2020-09-20,,
8408,783.0,2021-03-08,2021-03-18,,
8409,783.0,2023-01-08,2023-01-14,,
8410,786.0,2018-11-06,2018-11-07,,
8411,786.0,2019-04-25,2019-04-26,,
8412,786.0,2019-05-03,2019-05-28,,
8413,786.0,2019-07-04,2019-07-05,,
8414,786.0,2020-12-30,2021-01-02,,
8415,786.0,2020-12-31,2021-01-02,,
8416,787.0,2021-03-01,2021-03-11,,
8417,790.0,2019-03-28,2019-04-08,,
8418,791.0,2019-10-12,2019-10-17,,
16,798.0,2019-02-01,2019-02-05,2019-02-12,
8419,798.0,2019-02-01,2019-02-03,,
8420,800.0,2023-06-29,2023-07-14,,
8421,803.0,2018-11-28,2018-11-30,,
8422,818.0,2019-01-26,2019-01-29,,2019-01-30
8423,819.0,2021-02-09,2021-02-10,,
8426,822.0,2020-07-02,2020-07-03,,
8424,822.0,2020-10-05,2020-10-06,,
8425,822.0,2021-10-22,2021-10-25,,
8427,824.0,2018-10-12,2018-10-13,,
8428,825.0,2019-10-05,2019-10-08,,
8429,825.0,2021-02-02,2021-02-12,,
8430,826.0,2020-08-08,2020-08-09,,
8431,830.0,2021-12-13,2021-12-14,,2021-12-14
8432,832.0,2019-01-24,2019-01-26,,
8433,835.0,2020-09-05,2020-09-06,,
8434,835.0,2022-01-09,2022-01-15,,
8435,839.0,2020-12-22,2020-12-24,,
8436,841.0,2023-01-28,2023-02-03,,
8437,847.0,2020-09-12,2020-09-13,,
8438,849.0,2021-10-26,2021-11-12,,
8439,855.0,2018-09-16,2018-09-27,,
8440,860.0,2020-07-18,2020-07-20,,
8441,861.0,2018-09-28,2018-10-01,,2018-10-01
8442,861.0,2019-09-23,2019-09-25,,2019-09-25
8443,861.0,2020-01-25,2020-01-29,,2020-01-29
8444,861.0,2021-02-01,2021-02-04,,2021-02-04
8445,863.0,2018-12-28,2019-01-04,,
8446,863.0,2020-08-09,2020-08-10,,
8447,863.0,2023-08-14,2023-08-20,,
8448,864.0,2019-09-28,2019-09-29,,
8449,869.0,2020-12-18,2020-12-19,,
8450,870.0,2021-12-11,2021-12-12,,
8451,871.0,2020-06-23,2020-06-24,,
8452,875.0,2020-08-06,2020-08-16,,
8453,875.0,2020-09-07,2020-09-17,,
17,876.0,2021-12-08,2021-12-18,2021-12-23,
8454,878.0,2018-09-21,2018-09-22,,2018-09-22
18,879.0,2019-08-23,2019-08-25,2019-09-01,
8455,879.0,2021-01-26,2021-02-05,,
8456,879.0,2021-09-25,2021-09-26,,
8457,880.0,2018-12-01,2018-12-02,,
8458,880.0,2019-06-22,2019-06-27,,
8459,880.0,2020-12-26,2020-12-28,,
8460,880.0,2022-02-15,2022-02-21,,
8461,882.0,2019-05-17,2019-05-23,,
8462,882.0,2020-12-29,2021-01-02,,
8463,886.0,2022-08-31,2022-09-06,,
8464,887.0,2019-01-12,2019-01-16,,
8465,887.0,2021-10-03,2021-10-04,,
8466,888.0,2018-09-21,2018-10-01,,2018-10-04
8467,888.0,2018-11-20,2018-11-24,,2018-11-24
19,888.0,2019-08-22,2019-09-18,2019-09-23,
8468,888.0,2023-05-02,2023-05-08,,
8469,890.0,2019-12-18,2019-12-19,,
8470,891.0,2020-12-02,2020-12-03,,
8471,892.0,2021-02-20,2021-02-22,,2021-02-26
8472,894.0,2022-05-23,2022-05-29,,
8473,896.0,2019-06-08,2019-06-09,,
8475,896.0,2019-07-27,2019-07-28,,
8474,896.0,2020-01-11,2020-01-18,,
8476,897.0,2022-01-20,2022-01-21,,
8477,898.0,2020-03-12,2020-03-14,,
8478,898.0,2020-07-18,2020-07-20,,
8479,899.0,2022-06-23,2022-06-29,,
8480,905.0,2021-03-09,2021-03-17,,
8481,906.0,2021-01-30,2021-02-04,,
8482,911.0,2021-01-08,2021-01-09,,
8483,912.0,2023-03-02,2023-03-08,,
8484,916.0,2019-07-27,2019-08-01,,
8485,916.0,2020-07-16,2020-07-17,,
8486,916.0,2023-07-03,2023-07-09,,
8487,916.0,2023-08-05,2023-08-11,,
8488,917.0,2021-12-15,2021-12-25,,
8489,917.0,2023-05-13,2023-05-19,,
8490,917.0,2023-07-06,2023-07-12,,
8491,918.0,2020-09-22,2020-09-23,,
8492,918.0,2021-01-23,2021-02-04,,
8493,918.0,2023-01-18,2023-01-24,,
8494,918.0,2023-07-26,2023-08-01,,
8495,919.0,2021-12-15,2021-12-17,,
8496,919.0,2023-01-13,2023-01-19,,
8497,920.0,2020-04-28,2020-05-12,,
8498,920.0,2021-03-23,2021-04-02,,
8499,925.0,2022-05-27,2022-06-02,,
8500,925.0,2023-01-21,2023-01-27,,
8501,928.0,2019-08-13,2019-08-21,,2019-08-24
8502,928.0,2021-02-25,2021-02-26,,2021-02-26
8503,928.0,2023-04-20,2023-04-26,,
8504,932.0,2021-02-09,2021-02-26,,
8505,940.0,2020-07-15,2020-07-16,,
8506,940.0,2020-11-23,2020-12-03,,
8507,940.0,2021-04-21,2021-05-01,,2021-05-01
20,945.0,2020-01-22,2020-02-06,2020-02-09,2020-02-09
8508,945.0,2020-02-08,2020-02-09,,2020-02-09
8509,945.0,2020-07-03,2020-07-04,,
8510,945.0,2020-09-24,2020-09-25,,
8511,945.0,2021-12-14,2021-12-23,,
8512,945.0,2023-01-21,2023-01-27,,
8513,945.0,2023-03-11,2023-03-17,,
21,947.0,2021-07-26,2021-08-11,2021-08-16,
8514,947.0,2021-09-14,2021-09-19,,2021-09-19
8515,947.0,2021-09-18,2021-09-19,,2021-09-19
8516,947.0,2021-10-18,2021-10-28,,2021-10-29
22,947.0,2021-11-27,2021-12-07,2021-12-13,
8517,947.0,2022-01-15,2022-01-21,,
8518,947.0,2022-07-04,2022-07-10,,
8519,947.0,2022-08-19,2022-08-25,,
8520,947.0,2022-12-07,2022-12-13,,
8521,947.0,2023-05-19,2023-05-25,,
8522,948.0,2020-05-06,2020-05-16,,
8523,955.0,2021-04-06,2021-04-30,,
8524,955.0,2022-11-29,2022-12-05,,
8525,956.0,2019-02-13,2019-02-23,,
8526,956.0,2020-08-19,2020-08-29,,
8527,956.0,2021-03-01,2021-03-11,,
8528,957.0,2018-09-24,2018-09-25,,
8529,957.0,2019-04-09,2019-04-11,,
8530,957.0,2019-07-09,2019-07-10,,
8531,957.0,2020-05-11,2020-05-18,,2020-05-18
8532,957.0,2020-10-27,2020-10-28,,
8533,957.0,2021-12-11,2021-12-12,,
8534,957.0,2022-07-04,2022-07-10,,
8535,958.0,2020-12-23,2020-12-25,,
8536,959.0,2020-07-11,2020-07-21,,
8537,966.0,2019-01-15,2019-01-16,,2019-01-16
8538,966.0,2019-03-22,2019-03-23,,2019-03-23
8539,966.0,2020-07-28,2020-07-29,,2020-09-25
8540,966.0,2020-09-23,2020-09-24,,2021-04-02
8541,966.0,2021-03-31,2021-04-02,,2021-09-23
8542,966.0,2021-09-21,2021-09-22,,
8543,967.0,2019-05-17,2019-05-22,,
8544,969.0,2019-09-21,2019-09-23,,
8545,969.0,2020-08-22,2020-08-23,,
8546,969.0,2022-11-21,2022-11-27,,
8547,970.0,2018-09-22,2018-09-23,,
8548,970.0,2019-10-01,2019-10-03,,
8549,970.0,2020-02-11,2020-02-14,,
8550,971.0,2020-12-09,2020-12-10,,
8551,971.0,2021-02-16,2021-02-17,,
8552,972.0,2021-11-06,2021-11-08,,
8553,976.0,2020-07-25,2020-07-26,,2020-07-26
8554,979.0,2020-12-04,2020-12-05,,
8555,983.0,2022-08-02,2022-08-03,,
8556,986.0,2019-03-09,2019-03-10,,2019-03-11
8557,986.0,2020-06-12,2020-06-13,,
8558,991.0,2022-01-10,2022-01-26,,
8559,992.0,2019-01-04,2019-01-05,,2021-12-23
8560,992.0,2019-05-31,2019-06-03,,
8561,992.0,2019-12-26,2020-01-18,,
8562,992.0,2020-01-13,2020-01-18,,
8563,992.0,2021-12-21,2021-12-22,,
8564,998.0,2020-01-10,2020-01-20,,
8565,998.0,2022-01-11,2022-01-17,,
8566,998.0,2022-12-14,2022-12-20,,
8567,999.0,2018-09-01,2018-09-03,,
8568,1001.0,2019-06-26,2019-06-27,,2019-07-01
8569,1001.0,2020-06-15,2020-06-17,,
8570,1001.0,2021-02-16,2021-02-17,,
8571,1001.0,2022-04-22,2022-04-28,,
8572,1012.0,2020-05-17,2020-05-27,,
8573,1014.0,2019-05-18,2019-05-23,,
8574,1018.0,2020-07-17,2020-07-18,,
8575,1018.0,2020-10-14,2020-10-15,,
8576,1039.0,2020-03-04,2020-03-05,,
8577,1040.0,2020-01-23,2020-02-06,,
8578,1044.0,2021-02-05,2021-02-09,,
8579,1045.0,2020-07-13,2020-07-14,,
8580,1046.0,2018-12-16,2018-12-17,,
8581,1046.0,2019-04-05,2019-04-08,,
8582,1046.0,2019-04-06,2019-04-08,,
8583,1046.0,2019-06-29,2019-07-01,,
8584,1046.0,2019-12-21,2019-12-24,,
8585,1047.0,2019-03-23,2019-03-26,,
8586,1048.0,2020-11-17,2020-11-30,,
8587,1053.0,2020-12-17,2020-12-28,,
23,1056.0,2021-03-25,2021-04-04,2021-04-09,
8588,1056.0,2021-10-13,2021-10-23,,
8589,1057.0,2020-06-19,2020-06-20,,
8590,1061.0,2019-09-11,2019-09-18,,
8591,1063.0,2019-12-26,2019-12-27,,
8592,1066.0,2019-01-07,2019-01-11,,
8593,1067.0,2020-10-02,2020-10-12,,
8594,1068.0,2019-07-18,2019-07-28,,
8595,1076.0,2022-05-11,2022-05-12,,
8596,1084.0,2022-01-12,2022-01-13,,
8597,1086.0,2022-01-22,2022-01-23,,
8598,1088.0,2022-01-12,2022-01-21,,
8599,1088.0,2022-07-09,2022-07-15,,
8600,1089.0,2019-12-13,2019-12-17,,
8601,1097.0,2018-11-30,2018-12-11,,
8602,1097.0,2019-06-03,2019-06-04,,
8603,1097.0,2019-07-06,2019-07-08,,
8604,1098.0,2021-09-17,2021-09-18,,
8605,1098.0,2022-11-11,2022-11-17,,
8606,1101.0,2021-12-10,2021-12-11,,
8607,1101.0,2022-11-30,2022-12-06,,
8608,1102.0,2019-12-14,2019-12-24,,2019-12-27
8609,1102.0,2020-06-13,2020-06-14,,2020-06-17
24,1105.0,2020-10-07,2020-10-11,2020-10-14,
8610,1105.0,2020-10-07,2020-10-08,,
8611,1115.0,2019-07-11,2019-07-16,,
8612,1115.0,2022-01-19,2022-01-25,,
25,1116.0,2019-12-24,2020-01-09,2020-01-13,
8613,1121.0,2022-10-03,2022-10-09,,
26,1127.0,2022-08-17,2022-08-18,2022-08-25,
8614,1127.0,2022-08-19,2022-08-25,,
8615,1130.0,2019-07-27,2019-07-28,,
8616,1141.0,2020-12-09,2020-12-19,,
8617,1142.0,2023-04-24,2023-04-30,,
8618,1144.0,2021-09-14,2021-09-22,,
8619,1144.0,2022-07-09,2022-07-15,,
8620,1146.0,2020-10-11,2020-10-12,,
8621,1150.0,2020-12-19,2020-12-20,,
8622,1150.0,2022-06-25,2022-07-01,,
8623,1151.0,2022-08-22,2022-08-23,,
8624,1154.0,2020-01-20,2020-01-30,,
8625,1154.0,2020-09-28,2020-10-08,,
8626,1154.0,2020-10-19,2020-10-21,,
8627,1157.0,2022-07-05,2022-07-11,,
8628,1157.0,2023-07-08,2023-07-12,,
8629,1160.0,2021-09-24,2021-10-04,,
8630,1160.0,2022-09-20,2022-09-26,,
8631,1161.0,2019-06-05,2019-06-06,,2019-06-07
8632,1162.0,2019-03-15,2019-03-28,,
8633,1163.0,2018-11-10,2018-11-12,,
8634,1163.0,2020-07-28,2020-07-29,,
8635,1169.0,2020-01-07,2020-01-09,,
8636,1170.0,2020-02-05,2020-02-06,,
8637,1176.0,2019-01-26,2019-01-28,,2019-05-31
8638,1176.0,2019-05-30,2019-05-31,,2019-07-06
8639,1176.0,2019-06-29,2019-07-03,,2020-05-24
8640,1176.0,2020-01-06,2020-01-16,,
8641,1176.0,2020-01-08,2020-01-16,,
8642,1176.0,2020-05-20,2020-05-21,,2021-01-10
8643,1176.0,2020-07-06,2020-07-07,,2021-08-24
8644,1176.0,2020-07-31,2020-08-08,,
8645,1176.0,2020-12-18,2021-01-07,,2021-10-17
8646,1176.0,2021-01-06,2021-01-07,,2021-10-17
8647,1176.0,2021-02-08,2021-02-09,,
8648,1176.0,2021-08-18,2021-08-24,,2023-01-26
8649,1176.0,2021-10-16,2021-10-17,,
8650,1176.0,2022-01-04,2022-01-13,,
8651,1176.0,2023-01-20,2023-01-26,,
8652,1176.0,2023-06-10,2023-06-16,,
8653,1176.0,2023-07-27,2023-08-02,,
8654,1178.0,2021-09-04,2021-09-06,,
8655,1179.0,2020-04-21,2020-05-01,,
8656,1180.0,2022-01-23,2022-01-24,,
8660,1181.0,2018-11-22,2018-11-24,,
8657,1181.0,2018-11-24,2018-11-30,,
8658,1181.0,2019-06-03,2019-06-04,,
8659,1181.0,2019-12-16,2019-12-24,,
27,1183.0,2019-12-26,2020-01-09,2020-01-13,
8661,1183.0,2023-06-23,2023-06-29,,
8662,1188.0,2018-12-10,2018-12-12,,
8663,1195.0,2019-02-16,2019-02-18,,
8664,1195.0,2020-12-26,2020-12-28,,
8665,1196.0,2022-04-24,2022-04-30,,
8666,1197.0,2020-01-23,2020-01-24,,
8667,1198.0,2020-12-19,2020-12-20,,
8668,1198.0,2022-11-21,2022-11-27,,
8669,1198.0,2023-01-11,2023-01-17,,
8670,1201.0,2020-10-19,2020-10-21,,
8671,1202.0,2019-02-25,2019-02-27,,2019-02-27
8672,1204.0,2021-04-30,2021-05-20,,
28,1204.0,2021-05-04,2021-05-14,2021-05-20,
8673,1205.0,2020-01-12,2020-01-18,,
8674,1205.0,2022-07-16,2022-07-23,,2022-07-24
8675,1207.0,2021-02-18,2021-02-19,,
8676,1210.0,2020-12-03,2020-12-04,,
8677,1210.0,2023-06-23,2023-06-29,,
8678,1214.0,2020-05-16,2020-05-18,,
8679,1214.0,2022-02-02,2022-02-08,,
8680,1214.0,2023-02-01,2023-02-07,,
8681,1214.0,2023-07-04,2023-07-14,,
8682,1215.0,2020-04-17,2020-04-28,,2020-04-30
8683,1215.0,2021-09-26,2021-10-06,,
29,1219.0,2018-11-20,2018-11-24,2018-11-30,
8684,1219.0,2019-06-20,2019-06-27,,
8685,1220.0,2019-06-29,2019-07-01,,
8686,1220.0,2020-01-24,2020-01-29,,
8687,1220.0,2020-01-27,2020-01-29,,
8688,1220.0,2023-06-29,2023-07-05,,
8689,1220.0,2023-06-30,2023-07-05,,
8690,1223.0,2019-10-12,2019-10-17,,
8691,1226.0,2021-02-04,2021-02-09,,
8692,1228.0,2020-01-31,2020-02-10,,
8693,1229.0,2020-09-22,2020-10-06,,
8694,1236.0,2021-08-10,2021-08-11,,
8695,1240.0,2022-02-10,2022-02-16,,
8696,1241.0,2019-03-06,2019-03-07,,
8697,1241.0,2020-08-20,2020-08-21,,
8698,1241.0,2022-08-23,2022-08-29,,
8699,1244.0,2018-10-26,2018-10-27,,
8700,1244.0,2019-01-19,2019-01-20,,
8701,1244.0,2019-11-08,2019-11-27,,
8702,1244.0,2021-05-07,2021-05-17,,
8703,1244.0,2022-12-30,2023-01-05,,
8704,1245.0,2019-09-14,2019-09-18,,2019-09-18
8705,1245.0,2020-07-01,2020-07-03,,2020-07-07
8706,1245.0,2020-07-02,2020-07-03,,2020-07-07
8707,1245.0,2021-03-06,2021-03-07,,
8708,1245.0,2022-07-22,2022-07-29,,
8709,1247.0,2020-07-25,2020-07-26,,
8710,1249.0,2019-10-04,2019-10-05,,2019-10-05
8711,1250.0,2020-03-07,2020-03-09,,
8712,1252.0,2021-11-01,2021-11-03,,
8713,1254.0,2018-11-07,2018-11-09,,2018-11-09
8714,1257.0,2018-10-28,2018-10-30,,
8715,1262.0,2022-10-04,2022-10-10,,
8716,1264.0,2018-11-08,2018-11-09,,
8717,1265.0,2019-09-29,2019-10-09,,
8718,1265.0,2020-08-04,2020-08-06,,
8719,1265.0,2021-09-20,2021-09-30,,
8720,1265.0,2022-09-07,2022-09-13,,
8721,1271.0,2018-09-29,2018-10-01,,
8722,1271.0,2023-08-05,2023-08-11,,
8723,1274.0,2022-01-24,2022-02-10,,
8724,1278.0,2022-06-20,2022-06-21,,
8725,1279.0,2019-06-11,2019-06-12,,
8726,1281.0,2019-05-23,2019-06-03,,
30,1291.0,2019-02-04,2019-02-05,2019-02-12,
8727,1291.0,2019-12-22,2019-12-24,,
8728,1293.0,2021-04-22,2021-05-09,,
8729,1296.0,2021-09-10,2021-09-11,,2021-09-12
31,1296.0,2021-11-29,2021-12-08,2021-12-13,
8730,1297.0,2019-04-10,2019-04-12,,
8731,1301.0,2019-02-10,2019-02-21,,
8732,1301.0,2020-01-31,2020-02-10,,
8733,1301.0,2020-12-28,2021-01-07,,
32,1302.0,2019-07-16,2019-07-17,2019-07-21,
8734,1302.0,2020-01-27,2020-01-29,,
8735,1305.0,2021-02-04,2021-02-14,,
8736,1306.0,2021-11-09,2021-11-10,,
8737,1312.0,2021-01-09,2021-01-22,,
8738,1312.0,2023-07-08,2023-07-14,,
8739,1313.0,2022-04-17,2022-04-18,,
8740,1314.0,2019-01-04,2019-01-06,,
8741,1314.0,2020-08-29,2020-08-30,,2020-08-30
8742,1319.0,2019-07-30,2019-07-31,,
8743,1320.0,2019-06-26,2019-06-27,,
8744,1320.0,2020-10-06,2020-10-07,,
8745,1320.0,2020-12-05,2020-12-07,,
8746,1320.0,2021-01-27,2021-02-04,,
8747,1320.0,2021-02-02,2021-02-04,,
8748,1322.0,2019-12-03,2019-12-04,,
8749,1324.0,2021-10-11,2021-10-21,,
8750,1326.0,2018-12-22,2019-01-03,,
8751,1326.0,2019-05-28,2019-05-29,,
8752,1326.0,2019-07-15,2019-07-16,,
8753,1326.0,2019-09-23,2019-09-25,,
8754,1326.0,2020-09-29,2020-10-06,,
8755,1326.0,2020-10-03,2020-10-06,,
8756,1326.0,2021-02-17,2021-02-18,,
8757,1326.0,2022-01-08,2022-01-14,,
8758,1327.0,2019-01-21,2019-01-22,,
8759,1327.0,2022-01-28,2022-02-03,,
8760,1327.0,2022-10-06,2022-10-12,,2022-10-12
8761,1329.0,2022-12-07,2022-12-13,,
8762,1330.0,2019-01-27,2019-02-07,,2019-02-08
8763,1330.0,2023-01-11,2023-01-17,,
8764,1333.0,2018-09-12,2018-10-03,,
8765,1333.0,2019-01-05,2019-01-06,,
8769,1333.0,2019-01-12,2019-02-07,,
8770,1333.0,2019-01-13,2019-02-07,,
8766,1333.0,2019-01-22,2019-02-12,,
33,1333.0,2019-01-28,2019-02-07,2019-02-12,
34,1333.0,2019-02-14,2019-03-11,2019-03-16,
8767,1333.0,2019-09-28,2019-09-29,,
8768,1333.0,2022-12-28,2023-01-03,,
8771,1334.0,2020-07-22,2020-08-01,,2020-08-05
8772,1336.0,2020-06-13,2020-06-14,,2020-06-18
8773,1337.0,2019-01-19,2019-01-21,,
8774,1337.0,2021-11-11,2021-11-13,,
8775,1341.0,2019-06-28,2019-07-01,,2019-07-04
8776,1343.0,2020-02-01,2020-02-06,,
8777,1345.0,2021-09-24,2021-09-25,,
8778,1345.0,2022-01-06,2022-01-12,,
8779,1345.0,2022-02-19,2022-02-25,,
8780,1345.0,2022-08-18,2022-08-24,,
8781,1345.0,2022-11-04,2022-11-10,,
8782,1348.0,2020-09-21,2020-09-22,,2020-09-22
8783,1351.0,2018-10-05,2018-10-07,,
8784,1351.0,2018-11-20,2018-11-30,,
8785,1351.0,2018-11-24,2018-11-30,,
8786,1351.0,2021-11-09,2021-11-10,,
8787,1354.0,2019-02-01,2019-02-02,,
8788,1354.0,2021-05-19,2021-05-20,,
8789,1357.0,2019-01-29,2019-01-30,,2019-02-05
8790,1357.0,2020-01-24,2020-01-29,,
8791,1357.0,2023-02-01,2023-02-07,,
8792,1358.0,2018-09-08,2018-09-11,,
8793,1358.0,2020-06-28,2020-07-07,,
8794,1358.0,2020-07-06,2020-07-07,,
8795,1358.0,2020-11-25,2020-12-07,,
8796,1358.0,2020-11-27,2020-12-07,,
8797,1358.0,2022-06-12,2022-06-18,,
8798,1360.0,2018-09-27,2018-09-28,,2018-10-12
8799,1360.0,2020-07-03,2020-07-04,,
8800,1361.0,2019-01-02,2019-01-04,,
8801,1363.0,2022-09-29,2022-10-03,,
8802,1364.0,2018-10-26,2018-10-27,,
8803,1364.0,2019-07-06,2019-07-08,,
8804,1364.0,2021-03-10,2021-03-11,,
8805,1364.0,2021-09-09,2021-09-11,,
8806,1364.0,2021-12-11,2021-12-12,,
8807,1364.0,2022-11-28,2022-12-04,,
8808,1364.0,2023-06-16,2023-06-23,,
8809,1366.0,2018-09-24,2018-10-01,,
8810,1366.0,2018-09-28,2018-10-01,,
8811,1366.0,2021-10-20,2021-10-22,,
8812,1366.0,2022-09-02,2022-09-08,,
8813,1366.0,2022-10-02,2022-10-10,,
8814,1369.0,2019-04-11,2019-04-12,,
8815,1369.0,2020-09-02,2020-09-12,,
8816,1369.0,2021-09-20,2021-09-21,,
8817,1374.0,2022-01-22,2022-01-23,,
8818,1374.0,2022-02-09,2022-02-15,,
8819,1377.0,2020-12-14,2020-12-25,,
8820,1381.0,2019-10-17,2019-10-18,,
8821,1382.0,2018-09-15,2018-09-17,,2018-09-25
8822,1382.0,2020-01-25,2020-01-29,,2020-01-29
8823,1383.0,2021-01-04,2021-01-05,,
8824,1383.0,2021-12-10,2021-12-23,,
8825,1385.0,2022-07-24,2022-07-25,,
8826,1387.0,2020-07-04,2020-07-05,,
8827,1389.0,2018-12-23,2019-01-03,,
8828,1389.0,2021-09-14,2021-09-22,,
8829,1389.0,2021-12-12,2021-12-13,,
8830,1390.0,2021-01-06,2021-01-07,,
8831,1394.0,2020-10-13,2020-10-23,,
8832,1394.0,2021-01-21,2021-02-04,,
8833,1395.0,2019-03-02,2019-03-03,,
8834,1398.0,2019-07-16,2019-07-17,,
8835,1398.0,2021-12-22,2021-12-28,,
8836,1399.0,2023-06-10,2023-06-12,,
8837,1401.0,2023-06-16,2023-06-23,,
8838,1402.0,2018-08-31,2018-09-01,,
8839,1403.0,2021-11-05,2021-11-06,,
8840,1404.0,2022-01-17,2022-01-19,,
8841,1405.0,2019-03-26,2019-03-27,,
8842,1406.0,2020-09-28,2020-09-29,,
8843,1407.0,2019-04-25,2019-04-27,,
8844,1409.0,2019-04-25,2019-04-27,,
8845,1409.0,2020-06-17,2020-06-18,,
8846,1410.0,2019-11-18,2019-11-26,,
35,1410.0,2020-07-30,2020-08-01,2020-08-05,
8847,1413.0,2020-03-06,2020-03-07,,
8848,1416.0,2020-02-01,2020-02-11,,
36,1416.0,2021-12-06,2021-12-16,2021-12-20,
8849,1417.0,2020-01-20,2020-01-30,,
8850,1421.0,2018-11-25,2018-12-15,,
8851,1424.0,2021-11-09,2021-11-10,,
8852,1424.0,2021-11-25,2021-12-12,,
8853,1424.0,2021-12-07,2021-12-23,,
8854,1425.0,2019-04-13,2019-04-17,,2019-04-17
8855,1425.0,2019-04-26,2019-04-27,,2019-04-27
8856,1425.0,2019-05-23,2019-05-29,,
8857,1429.0,2018-12-22,2019-01-03,,2019-01-03
8858,1430.0,2021-02-24,2021-02-25,,
8859,1433.0,2019-07-13,2019-07-16,,
8860,1435.0,2018-12-18,2019-01-04,,
8861,1438.0,2018-09-18,2018-09-19,,2018-09-22
8862,1438.0,2019-01-14,2019-01-16,,2019-01-16
8863,1438.0,2019-07-16,2019-07-17,,2019-07-17
8864,1438.0,2019-10-08,2019-10-09,,2019-10-12
8865,1439.0,2018-09-22,2018-09-23,,
8866,1439.0,2020-10-01,2020-10-06,,
8867,1439.0,2022-11-16,2022-11-22,,
8868,1440.0,2023-02-06,2023-02-12,,
8869,1443.0,2018-10-27,2018-10-28,,2018-10-28
8870,1443.0,2019-07-04,2019-07-05,,2019-07-05
8871,1444.0,2022-09-03,2022-09-10,,
8872,1445.0,2019-07-04,2019-07-05,,2019-07-05
8873,1445.0,2020-06-05,2020-06-06,,2020-06-09
8874,1445.0,2020-10-28,2020-10-30,,2020-11-04
8875,1451.0,2019-08-17,2019-08-22,,
8876,1451.0,2021-01-28,2021-02-04,,
8877,1460.0,2019-12-18,2019-12-19,,
8878,1461.0,2019-11-11,2019-11-27,,
8879,1461.0,2021-03-10,2021-03-20,,
8880,1463.0,2019-12-01,2019-12-24,,
8881,1463.0,2020-05-25,2020-06-04,,
8882,1463.0,2021-02-04,2021-02-14,,
8883,1464.0,2023-06-30,2023-07-03,,2023-07-04
8884,1471.0,2018-12-28,2019-01-04,,
8885,1472.0,2021-11-08,2021-11-23,,
8886,1474.0,2020-08-12,2020-08-13,,
8887,1476.0,2020-02-28,2020-03-03,,2020-03-04
8888,1477.0,2018-10-12,2018-10-22,,2019-04-11
8889,1477.0,2019-03-30,2019-04-11,,2021-08-23
8890,1477.0,2021-08-12,2021-08-22,,
8891,1487.0,2019-03-27,2019-03-30,,
8892,1487.0,2020-10-14,2020-10-15,,
